0,0,6,0.0
0,1,45,0.0
0,2,16,0.0
0,3,17,0.0
0,6,41,0.0
0,7,30,0.0
0,10,9,0.0
0,12,8,0.0
0,15,10,0.0
0,15,30,0.0
0,17,0,0.0
0,21,0,0.0
0,22,25,0.0
0,23,39,0.0
0,24,40,0.0
0,25,28,0.0
0,25,34,0.0
0,26,20,0.0
0,26,39,0.0
0,27,29,0.0
0,29,14,0.0
0,30,30,0.0
0,31,10,0.0
0,32,45,0.0
0,34,19,0.0
0,34,21,0.0
0,35,9,0.0
0,36,40,0.0
0,37,17,0.0
0,37,19,0.0
0,38,10,0.0
0,40,48,0.0
0,41,34,0.0
0,42,26,0.0
0,43,3,0.0
0,44,35,0.0
0,44,42,0.0
0,45,11,0.0
0,45,32,0.0
0,46,16,0.0
0,47,10,0.0
0,49,25,100.0
1,0,40,0.0
1,0,44,0.0
1,1,39,0.0
1,2,3,0.0
1,3,40,0.0
1,4,24,0.0
1,5,3,0.0
1,6,14,0.0
1,6,16,0.0
1,6,34,0.0
1,9,8,0.0
1,10,14,0.0
1,10,49,0.0
1,12,7,0.0
1,12,20,0.0
1,13,25,0.0
1,15,11,0.0
1,15,20,0.0
1,17,5,0.0
1,17,32,0.0
1,18,29,0.0
1,18,32,0.0
1,19,9,0.0
1,19,41,0.0
1,19,43,0.0
1,20,40,0.0
1,20,45,0.0
1,23,21,0.0
1,23,23,0.0
1,23,36,0.0
1,24,0,0.0
1,24,13,0.0
1,25,30,0.0
1,25,33,0.0
1,27,1,0.0
1,30,11,0.0
1,33,1,0.0
1,34,31,0.0
1,35,36,0.0
1,35,49,0.0
1,36,5,0.0
1,36,12,0.0
1,36,15,0.0
1,36,16,0.0
1,36,20,0.0
1,36,21,0.0
1,36,39,0.0
1,37,8,0.0
1,37,13,0.0
1,37,46,0.0
1,38,9,0.0
1,39,13,0.0
1,40,38,0.0
1,40,49,0.0
1,41,19,0.0
1,41,23,0.0
1,41,42,0.0
1,44,5,0.0
1,45,13,0.0
1,46,31,0.0
1,46,48,0.0
1,47,36,0.0
1,48,0,0.0
1,48,38,25.0
1,49,21,100.0
2,0,1,0.0
2,0,15,0.0
2,1,3,0.0
2,1,4,0.0
2,1,31,0.0
2,3,7,0.0
2,3,34,0.0
2,3,44,0.0
2,5,30,0.0
2,7,42,0.0
2,8,13,0.0
2,8,29,0.0
2,9,11,0.0
2,9,47,0.0
2,9,48,0.0
2,10,12,0.0
2,10,28,0.0
2,11,29,0.0
2,11,46,0.0
2,12,6,0.0
2,13,11,0.0
2,14,44,0.0
2,16,22,0.0
2,16,32,0.0
2,17,1,0.0
2,19,9,0.0
2,19,48,0.0
2,21,45,0.0
2,22,7,0.0
2,22,41,0.0
2,23,37,0.0
2,25,33,0.0
2,26,42,0.0
2,27,44,0.0
2,28,26,0.0
2,29,39,0.0
2,30,24,0.0
2,30,47,0.0
2,31,4,0.0
2,32,8,0.0
2,32,32,0.0
2,33,28,0.0
2,34,20,0.0
2,34,42,0.0
2,37,4,0.0
2,39,11,0.0
2,41,18,0.0
2,41,20,0.0
2,42,11,0.0
2,43,0,0.0
2,45,26,0.0
2,45,34,0.0
2,45,41,0.0
2,46,26,0.0
2,46,28,0.0
2,46,46,0.0
2,47,39,6.25
2,48,23,37.5
2,48,26,37.5
3,1,16,0.0
3,1,43,0.0
3,2,15,0.0
3,3,27,0.0
3,3,35,0.0
3,5,43,0.0
3,6,19,0.0
3,7,32,0.0
3,8,5,0.0
3,9,12,0.0
3,9,35,0.0
3,10,10,0.0
3,10,37,0.0
